date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:58:44	9134/9134	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Aug%202025%2010:58:46%20GMT	https://formsubmit.co/savaannahalicea0@gmail.com	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/savaannahalicea0@gmail.html	(from )
03:58:45	91/91	---MCZ	200	added ('OK')	text/plain	etag:W/%2244-5810ee6e3d3e1%22	https://formsubmit.co/robots.txt		(from )
03:58:46	31289/31289	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Aug%202025%2010:58:47%20GMT	https://formsubmit.co/	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/index.html	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:46	101301/101301	---M--	200	added ('OK')	image/png	etag:%2218bb5-5b2094a582ac7%22	https://formsubmit.co/image/home-page.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/home-page.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:46	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-1538f%22	https://code.jquery.com/jquery-3.3.1.min.js	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/code.jquery.com/jquery-3.3.1.min.js	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:47	333878/333878	---MCZ	200	added ('OK')	application/javascript	etag:%2251836-57ed9b5db4808-gzip%22	https://formsubmit.co/js/app.js	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/js/app.js	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:48	51215/51215	---MCZ	200	added ('OK')	text/css	etag:W/%221cc6c92172d124fbd305ba3d8e263333%22	https://use.fontawesome.com/releases/v5.5.0/css/all.css	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/use.fontawesome.com/releases/v5.5.0/css/all.css	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:48	155337/155337	---M-Z	200	added ('OK')	text/css	etag:%2225ec9-57ed9b5db28c8-gzip%22	https://formsubmit.co/css/app.css	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/css/app.css	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:49	3234/3234	---M--	200	added ('OK')	image/png	etag:%22ca2-5a873bdd971b8%22	https://formsubmit.co/image/favicon/apple-icon-57x57.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/apple-icon-57x57.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:49	3445/3445	---M--	200	added ('OK')	image/png	etag:%22d75-5a873bdd971b8%22	https://formsubmit.co/image/favicon/apple-icon-60x60.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/apple-icon-60x60.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:50	4288/4288	---M--	200	added ('OK')	image/png	etag:%2210c0-5a873bdd971b8%22	https://formsubmit.co/image/favicon/apple-icon-72x72.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/apple-icon-72x72.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:50	4670/4670	---M--	200	added ('OK')	image/png	etag:%22123e-5a873bdd971b8%22	https://formsubmit.co/image/favicon/apple-icon-76x76.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/apple-icon-76x76.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:51	7667/7667	---M--	200	added ('OK')	image/png	etag:%221df3-5a873bdd96218%22	https://formsubmit.co/image/favicon/apple-icon-114x114.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/apple-icon-114x114.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:51	8041/8041	---M--	200	added ('OK')	image/png	etag:%221f69-5a873bdd96218%22	https://formsubmit.co/image/favicon/apple-icon-120x120.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/apple-icon-120x120.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:52	10355/10355	---M--	200	added ('OK')	image/png	etag:%222873-5a873bdd96218%22	https://formsubmit.co/image/favicon/apple-icon-144x144.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/apple-icon-144x144.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:52	11596/11596	---M--	200	added ('OK')	image/png	etag:%222d4c-5a873bdd971b8%22	https://formsubmit.co/image/favicon/apple-icon-152x152.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/apple-icon-152x152.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:52	13852/13852	---M--	200	added ('OK')	image/png	etag:%22361c-5a873bdd971b8%22	https://formsubmit.co/image/favicon/apple-icon-180x180.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/apple-icon-180x180.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:53	13561/13561	---M--	200	added ('OK')	image/png	etag:%2234f9-5a873bdd96218%22	https://formsubmit.co/image/favicon/android-icon-192x192.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/android-icon-192x192.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:53	1885/1885	---M--	200	added ('OK')	image/png	etag:%2275d-5a873bdd971b8%22	https://formsubmit.co/image/favicon/favicon-32x32.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/favicon-32x32.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:53	6165/6165	---M--	200	added ('OK')	image/png	etag:%221815-5a873bdd971b8%22	https://formsubmit.co/image/favicon/favicon-96x96.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/favicon-96x96.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
03:58:54	1417/1417	---M--	200	added ('OK')	image/png	etag:%22589-5a873bdd971b8%22	https://formsubmit.co/image/favicon/favicon-16x16.png	C:/Users/philip%20godwin/Desktop/goddy/thqnkyou/formsubmit.co/image/favicon/favicon-16x16.png	(from https://formsubmit.co/savaannahalicea0@gmail.com)
